"","var1","var2","value"
"264","SR-8746","SR-2610",0.100832421868344
"265","SR-8929","SR-2610",-0.102032888824377
"266","SR-9436","SR-2610",-0.0344256931704109
"267","SR-9827","SR-2610",0.136474296433206
"268","SR-9907","SR-2610",-0.0780326807260532
"269","SR-3011","SR-2758",0.00992317912619291
"270","SR-30461","SR-2758",-0.0203406747881426
"271","SR-3274","SR-2758",0.141336956241248
"272","SR-3801","SR-2758",0.375437286965767
"273","SR-3951","SR-2758",0.598143990579907
"274","SR-3952","SR-2758",0.594715894890197
"275","SR-3981","SR-2758",0.491774487797024
"276","SR-4407","SR-2758",0.00520686149670518
"277","SR-4590","SR-2758",-0.118768953060995
"278","SR-4781","SR-2758",0.108578110616179
"279","SR-5006","SR-2758",-0.0392373708820922
"280","SR-5849","SR-2758",0.118567183623489
"281","SR-6021","SR-2758",0.0652758669702091
"282","SR-6215","SR-2758",0.593552631241832
"283","SR-6269","SR-2758",0.157861292545206
"284","SR-6773","SR-2758",-0.0179021356661479
"285","SR-6799","SR-2758",-0.0291711650981924
"286","SR-6971","SR-2758",0.529840345794483
"287","SR-6977","SR-2758",0.125963205426361
"288","SR-7255","SR-2758",0.305487300007764
"289","SR-7492","SR-2758",0.242523168768858
"290","SR-7758","SR-2758",0.383660699322869
"291","SR-8607","SR-2758",0.536906843509251
"292","SR-8621","SR-2758",0.511660639450661
"293","SR-8746","SR-2758",-0.000999647682337383
"294","SR-8929","SR-2758",0.279391083534752
"295","SR-9436","SR-2758",0.383900012895975
"296","SR-9827","SR-2758",0.756507233145268
"297","SR-9907","SR-2758",0.589298534949205
"298","SR-30461","SR-3011",-0.112954537451521
"299","SR-3274","SR-3011",0.687274181101859
"300","SR-3801","SR-3011",-0.143480548066197
"301","SR-3951","SR-3011",-0.292923651240893
"302","SR-3952","SR-3011",0.157385367878543
"303","SR-3981","SR-3011",0.0382495075926761
"304","SR-4407","SR-3011",0.435090686101364
"305","SR-4590","SR-3011",0.0552194877457507
"306","SR-4781","SR-3011",0.272504570068008
"307","SR-5006","SR-3011",0.324986665855333
"308","SR-5849","SR-3011",0.721049959019388
"309","SR-6021","SR-3011",0.192058801528114
"310","SR-6215","SR-3011",-0.337958489033088
"311","SR-6269","SR-3011",0.676741285123717
"312","SR-6773","SR-3011",0.377731298972957
"313","SR-6799","SR-3011",-0.173128289621931
"314","SR-6971","SR-3011",0.089496817591636
"315","SR-6977","SR-3011",0.0798106320700464
"316","SR-7255","SR-3011",-0.176848347420622
"317","SR-7492","SR-3011",0.277004412866474
"318","SR-7758","SR-3011",-0.238114493577253
"319","SR-8607","SR-3011",0.180090599789934
"320","SR-8621","SR-3011",-0.384892352898428
"321","SR-8746","SR-3011",0.0207062689535419
"322","SR-8929","SR-3011",0.292736632155381
"323","SR-9436","SR-3011",0.355918107061826
"324","SR-9827","SR-3011",-0.0122682309234099
"325","SR-9907","SR-3011",-0.31029493657512
"326","SR-3274","SR-30461",-0.326260430684553
"327","SR-3801","SR-30461",0.115624548208323
"328","SR-3951","SR-30461",0.202320692701074
"329","SR-3952","SR-30461",-0.0750397956283492
"330","SR-3981","SR-30461",-0.193176260625847
"331","SR-4407","SR-30461",0.254503019411132
"332","SR-4590","SR-30461",0.504400031002085
"333","SR-4781","SR-30461",-0.187485323102815
"334","SR-5006","SR-30461",0.377982620363994
"335","SR-5849","SR-30461",0.00247891706111552
"336","SR-6021","SR-30461",-0.147309965940978
"337","SR-6215","SR-30461",0.106553970969041
"338","SR-6269","SR-30461",0.156182667123177
"339","SR-6773","SR-30461",0.123302964342295
"340","SR-6799","SR-30461",0.437107533118072
"341","SR-6971","SR-30461",-0.0141460965817586
"342","SR-6977","SR-30461",0.309962920145248
"343","SR-7255","SR-30461",-0.212300676499066
"344","SR-7492","SR-30461",-0.183835625574106
"345","SR-7758","SR-30461",0.143316565836517
"346","SR-8607","SR-30461",-0.00824403194577314
"347","SR-8621","SR-30461",-0.154310952626904
"348","SR-8746","SR-30461",0.145699059668509
"349","SR-8929","SR-30461",-0.170613225030155
"350","SR-9436","SR-30461",0.172683584196686
"351","SR-9827","SR-30461",-0.00977061551496936
"352","SR-9907","SR-30461",-0.201368917415048
"353","SR-3801","SR-3274",-0.202873838764778
"354","SR-3951","SR-3274",-0.203069874046428
"355","SR-3952","SR-3274",0.417594630536459
"356","SR-3981","SR-3274",0.195726196475111
"357","SR-4407","SR-3274",0.154007069945412
"358","SR-4590","SR-3274",-0.0684849903662504
"359","SR-4781","SR-3274",0.43553147667378
"360","SR-5006","SR-3274",0.0895781683395239
"361","SR-5849","SR-3274",0.498733011381228
"362","SR-6021","SR-3274",0.249984477599721
"363","SR-6215","SR-3274",-0.170691847591603
"364","SR-6269","SR-3274",0.528236601041749
"365","SR-6773","SR-3274",0.291609091822526
"366","SR-6799","SR-3274",-0.305087862366246
"367","SR-6971","SR-3274",0.0441197831174324
"368","SR-6977","SR-3274",-0.15286901987535
"369","SR-7255","SR-3274",0.29953415597497
"370","SR-7492","SR-3274",0.40250860601168
"371","SR-7758","SR-3274",0.00843394793555767
"372","SR-8607","SR-3274",0.256409726442613
"373","SR-8621","SR-3274",0.0168773425395974
"374","SR-8746","SR-3274",-0.0630373902987529
"375","SR-8929","SR-3274",0.329438928605439
"376","SR-9436","SR-3274",0.19998579176501
"377","SR-9827","SR-3274",0.0312961234287263
"378","SR-9907","SR-3274",0.0230157549039605
"379","SR-3951","SR-3801",0.430234178459238
"380","SR-3952","SR-3801",0.211019659507912
"381","SR-3981","SR-3801",0.370169385656138
